TU_name	TU_start_site	TU_end_site	Length	TU_Direction	Coding_start	Coding_end	Include_essential_gene_or_not	Included_gene_number	leaderless_gene_check	included_genes	TSS_peak	TSS_extention_end	elongation_check_start_site	elongation_check_end_site	elongation_check_length	Selected_for_coding_TU_or_not	initial_expression	elongation_ratio(PF)
TU_544	965804	967756	1952	-	965986	967736	NS	non_leaderless	3	RVBD_0868c:RVBD_0869c:RVBD_0870c	967756	967383	967382	965819	1564	selected	271.2	0.23
TU_546	968318	970285	1967	-	968427	970247	NS	non_leaderless	1	RVBD_0872c	970285	969778	969777	968427	1351	selected	846	0.29
TU_547	970458	972539	2081	+	970508	972460	NS	non_leaderless	1	RVBD_0873	970458	970708	970882	972460	1579	selected	154.42	0.76
TU_548	972470	975973	3503	-	972549	975940	NS	non_leaderless	3	RVBD_0874c:RVBD_0875c:RVBD_0876c	975973	975616	975615	973077	2539	selected	297.48	0.49
TU_549	976057	976865	808	+	976078	976866	NS	non_leaderless	1	RVBD_0877	976057	976316	976467	976866	400	selected	500.3	0.41
TU_550	976876	978764	1888	-	976875	978759	NS	non_leaderless	2	RVBD_0878c:RVBD_0879c	978764	978340	978339	976875	1465	selected	320.39	0.09
TU_551	978937	980499	1562	+	978937	980512	NS	leaderless_TSS	3	RVBD_0880:RVBD_0881:RVBD_0882	978937	979179	979294	979633	340	selected	155.34	0.12
TU_552	980522	981314	792	-	980509	981270	ES	non_leaderless	1	RVBD_0883c	981314	980834	980833	980509	325	selected	292.24	0.28
TU_553	981309	982557	1248	-	981427	982557	ES	leaderless_TSS	1	RVBD_0884c	982557	982113	982112	981324	789	selected	113.86	0.38
TU_554	982728	985506	2778	+	982765	985533	NS	non_leaderless	2	RVBD_0885:RVBD_0886	982728	983035	983148	985533	2386	selected	1328.78	0.15
TU_555	985543	987164	1621	-	985516	985974	NS	non_leaderless	1	RVBD_0887c	987164	986896	986895	985516	1380	selected	51.17	0.11
TU_556	987057	988733	1676	+	987236	988708	NS	non_leaderless	1	RVBD_0888	987057	987314	987426	988708	1283	selected	102.33	0.24
TU_557	988718	989869	1151	-	988743	989864	NS	non_leaderless	1	RVBD_0889c	989869	989464	989463	988743	721	selected	149.74	0.44
TU_558	989879	993021	3142	-	989951	992599	NS	non_leaderless	1	RVBD_0890c	993021	992705	992704	989903	2802	selected	93.58	0.27
TU_559	993031	993742	711	-	992601	993458	NS	non_leaderless	1	RVBD_0891c	993742	993421	993420	993332	89	selected	41.72	0.02
TU_560	993804	995311	1507	+	993856	995343	NS	non_leaderless	1	RVBD_0892	993804	993980	994296	995343	1048	selected	26.36	1.1
TU_561	995353	996298	945	-	995321	996298	NS	leaderless_TSS	1	RVBD_0893c	996298	995917	995916	995321	596	selected	27.79	0.57
TU_562	996527	999422	2895	+	996527	999302	NS	non_leaderless	2	RVBD_0894:RVBD_0895	996450	996700	996819	999302	2484	selected	4.81	0.42
TU_563	999427	1000801	1374	+	999475	1000770	ES	non_leaderless	1	RVBD_0896	999427	999710	999826	1000770	945	selected	212.56	0.75
TU_564	1000780	1002707	1927	-	1000811	1002707	NS	leaderless_TSS	2	RVBD_0897c:RVBD_0898c	1002707	1002345	1002344	1000811	1534	selected	147.25	0.43
TU_565	1002767	1003529	762	+	1002815	1003795	NS	non_leaderless	1	RVBD_0899	1002767	1002977	1003185	1003506	322	selected	49.31	0.27
TU_566	1003539	1004494	955	+	1003808	1004487	NS	non_leaderless	2	RVBD_0900:RVBD_0901	1003539	1003759	1003933	1004487	555	selected	166.23	0.32
TU_567	1004497	1006556	2059	-	1004504	1006565	ES	non_leaderless	2	RVBD_0902c:RVBD_0903c	1006556	1006062	1006061	1004504	1558	selected	228.41	0.64
TU_568	1006566	1008294	1728	-	1006696	1008183	NS	leaderless_TSS	1	RVBD_0904c	1008294	1007876	1007875	1007585	291	selected	26.91	0.54
TU_569	1008210	1014383	6173	+	1008210	1014128	NS	leaderless_TSS	4	RVBD_0905:RVBD_0906:RVBD_0907:RVBD_0908	1008210	1008476	1008639	1014128	5490	selected	235.09	0.22
TU_570	1014646	1016904	2258	+	1014685	1016689	NS	non_leaderless	4	RVBD_0909:RVBD_0910:RVBD_0911:RVBD_0912	1014646	1014908	1015029	1015864	836	selected	262.24	0.23
TU_571	1016699	1019969	3270	-	1017221	1019969	NS	leaderless_TSS	2	RVBD_0913c:RVBD_0914c	1019969	1019617	1019616	1017221	2396	selected	124.05	0.07
TU_572	1019979	1021647	1668	-	1020062	1021647	NS	non_leaderless	2	RVBD_0915c:RVBD_0916c	1021689	1021178	1021177	1020062	1116	selected	34.13	0.3
TU_573	1022032	1023218	1186	+	1022091	1023872	NS	non_leaderless	1	RVBD_0917	1022032	1022448	1022580	1023218	639	selected	26.07	1.04
TU_574	1023228	1024394	1166	+	1024215	1024691	NS	non_leaderless	1	RVBD_0918	1023228	1023466	1023568	1024394	827	selected	169.23	0.07
TU_575	1024404	1025315	911	+	1024688	1025188	NS	non_leaderless	1	RVBD_0919	1024404	1024712	1024802	1025188	387	selected	58.55	0.38
TU_577	1025571	1026965	1394	-	1025501	1026820	NS	non_leaderless	1	RVBD_0920c	1026965	1026606	1026605	1025571	1035	selected	166.54	0.2
TU_579	1027590	1029507	1917	+	1027689	1029341	NS	non_leaderless	1	RVBD_0922	1027590	1027838	1027888	1029341	1454	selected	584.18	0.73
TU_580	1029351	1030614	1263	-	1029517	1030581	NS	non_leaderless	1	RVBD_0923c	1030614	1030136	1030135	1029557	579	selected	29.68	0.74
TU_581	1030624	1032715	2091	-	1030582	1032637	NS	non_leaderless	2	RVBD_0924c:RVBD_0925c	1032715	1032187	1032186	1030624	1563	selected	144.71	0.29
TU_582	1032725	1034635	1910	-	1032714	1034635	NS	non_leaderless	2	RVBD_0926c:RVBD_0927c	1034661	1034311	1034310	1032725	1586	selected	67.71	0.49
TU_583	1034871	1037914	3043	+	1034907	1037917	NS	non_leaderless	3	RVBD_0928:RVBD_0929:RVBD_0930	1034871	1035131	1035277	1037917	2641	selected	249.09	0.3
TU_584	1037927	1040631	2704	-	1037924	1039918	NS	non_leaderless	1	RVBD_0931c	1040631	1040259	1040258	1037924	2335	selected	1275.88	0.42
TU_586	1041268	1045193	3925	+	1041268	1045226	NS	leaderless_TSS	4	RVBD_0933:RVBD_0934:RVBD_0935:RVBD_0936	1041268	1041508	1041678	1045226	3549	selected	285.99	0.32
TU_587	1045236	1046029	793	-	1045203	1046024	NS	non_leaderless	1	RVBD_0937c	1046029	1045656	1045655	1045203	453	selected	78.34	0.51
TU_588	1046140	1050565	4425	+	1046140	1050350	NS	leaderless_TSS	2	RVBD_0938:RVBD_0939	1046140	1046416	1046555	1049050	2496	selected	127.91	0.43
TU_589	1050360	1051490	1130	-	1050597	1051463	NS	non_leaderless	1	RVBD_0940c	1051490	1051199	1051198	1050597	602	selected	32.71	0.65
TU_590	1051500	1052321	821	-	1051548	1052321	NS	non_leaderless	1	RVBD_0941c	1052321	1052072	1052071	1051548	524	selected	134.79	0.12
TU_592	1052652	1053740	1088	-	1052700	1053740	NS	non_leaderless	1	RVBD_0943c	1053740	1053489	1053488	1052700	789	selected	3.14	0.13
TU_594	1054262	1055018	756	+	1054251	1055012	NS	non_leaderless	1	RVBD_0945	1054262	1054477	1054585	1055012	428	selected	107.41	0.32
TU_595	1055022	1056689	1667	-	1055028	1056689	ES	leaderless_TSS	1	RVBD_0946c	1056689	1056287	1056286	1055028	1259	selected	37.05	0.37
TU_597	1058261	1060650	2389	+	1058264	1060579	NS	leaderless_TSS	1	RVBD_0949	1058261	1058511	1058694	1060579	1886	selected	63.49	0.52
TU_598	1060589	1061733	1144	-	1060660	1061658	NS	non_leaderless	1	RVBD_0950c	1061733	1061314	1061313	1060660	654	selected	390.26	0.46
TU_599	1061900	1064113	2213	+	1061968	1064055	ES	non_leaderless	2	RVBD_0951:RVBD_0952	1061900	1062148	1062380	1064055	1676	selected	799.37	0.27
TU_600	1064059	1064966	907	-	1064118	1064966	NS	leaderless_TSS	1	RVBD_0953c	1064967	1064545	1064544	1064118	427	selected	7.96	0.68
TU_601	1065082	1067555	2473	+	1065131	1067449	NS	non_leaderless	2	RVBD_0954:RVBD_0955	1065082	1065332	1065480	1066537	1058	selected	742.28	0.48
TU_602	1067565	1069879	2314	+	1067565	1069780	ES	leaderless_TSS	2	RVBD_0956:RVBD_0957	1067565	1067784	1067959	1069780	1822	selected	73.7	0.82
TU_603	1069884	1073321	3437	+	1069887	1073277	NS	leaderless_TSS	2	RVBD_0958:RVBD_0959	1069884	1070140	1070268	1073277	3010	selected	114.63	0.53
TU_604	1073331	1074074	743	+	1073331	1073932	NS	leaderless_TSS	2	RVBD_0959A:RVBD_0960	1073331	1073617	1073783	1073932	150	selected	156.12	0.5
TU_606	1074435	1077840	3405	-	1074444	1077839	NS	leaderless_TSS	5	RVBD_0962c:RVBD_0963c:RVBD_0964c:RVBD_0965c:RVBD_0966c	1077840	1077438	1077437	1074444	2994	selected	397.71	0.1
TU_607	1077958	1081769	3811	+	1077979	1081688	NS	non_leaderless	4	RVBD_0967:RVBD_0968:RVBD_0969:RVBD_0970	1077958	1078265	1078447	1081688	3242	selected	822.79	0.47
TU_608	1081698	1090235	8537	-	1081779	1090179	NS	non_leaderless	6	RVBD_0971c:RVBD_0972c:RVBD_0973c:RVBD_0974c:RVBD_0975c:RVBD_0976c	1090235	1089663	1089662	1081779	7884	selected	96.94	1.8
TU_609	1090332	1093355	3023	+	1090377	1093148	NS	non_leaderless	1	RVBD_0977	1090332	1090582	1090706	1093148	2443	selected	157.78	0.13
TU_610	1093158	1094868	1710	-	1093365	1094868	NS	non_leaderless	2	RVBD_0978c:RVBD_0979c	1094815	1094475	1094474	1093365	1110	selected	29.71	0.05
TU_612	1095073	1096455	1382	-	1095082	1096455	NS	non_leaderless	1	RVBD_0980c	1096455	1096256	1096255	1095082	1174	selected	5.42	0.86
TU_614	1097365	1101019	3654	+	1097512	1101009	ES	non_leaderless	3	RVBD_0982:RVBD_0983:RVBD_0984	1097365	1097615	1097698	1098525	828	selected	417.61	0.56
TU_616	1101784	1106399	4615	+	1101807	1106280	NS	non_leaderless	3	RVBD_0986:RVBD_0987:RVBD_0988	1101784	1102002	1102233	1106280	4048	selected	96.59	0.72
TU_617	1106290	1107421	1131	-	1106409	1107386	NS	non_leaderless	1	RVBD_0989c	1107421	1107021	1107020	1106409	612	selected	39.42	0.42
TU_618	1107431	1108534	1103	-	1107447	1108508	NS	non_leaderless	2	RVBD_0990c:RVBD_0991c	1108534	1108055	1108054	1107447	608	selected	734.73	0.1
TU_620	1109275	1110117	842	+	1109276	1110196	ES	leaderless_TSS	1	RVBD_0993	1109275	1109525	1109683	1110117	435	selected	139.1	0.88
TU_621	1110127	1112304	2177	+	1110273	1112227	NS	non_leaderless	2	RVBD_0994:RVBD_0995	1110127	1110339	1110449	1112227	1779	selected	487.92	0.47
TU_622	1112309	1113682	1373	+	1112388	1113590	NS	non_leaderless	2	RVBD_0996:RVBD_6014	1112309	1112574	1112780	1113590	811	selected	1515.43	0.36
TU_623	1113865	1114733	868	+	1114297	1114728	NS	non_leaderless	1	RVBD_0997	1113865	1114238	1114353	1114728	376	selected	634.74	0.37
TU_624	1114738	1116525	1787	+	1114752	1116529	NS	non_leaderless	2	RVBD_0998:RVBD_0999	1114738	1114938	1115044	1115859	816	selected	319.38	0.11
TU_626	1117189	1118422	1233	+	1117189	1118397	NS	leaderless_TSS	1	RVBD_1001	1117189	1117436	1117608	1118027	420	selected	112.91	0.62
TU_627	1118407	1120005	1598	-	1118432	1119943	ES	non_leaderless	1	RVBD_1002c	1120005	1119645	1119644	1118432	1213	selected	102.58	0.5
TU_628	1120026	1120883	857	+	1120026	1120883	NS	leaderless_TSS	1	RVBD_1003	1120026	1120283	1120340	1120883	544	selected	38.19	0.57
TU_629	1120893	1123602	2709	-	1120893	1123602	ES	non_leaderless	2	RVBD_1004c:RVBD_1005c	1123512	1123197	1123196	1120893	2304	selected	68.28	0.24
TU_630	1123595	1125438	1843	+	1123718	1125421	NS	non_leaderless	1	RVBD_1006	1123595	1123836	1123939	1125421	1483	selected	1068.88	0.09
TU_631	1125431	1127010	1579	-	1125448	1127007	ES	leaderless_TSS	1	RVBD_1007c	1127010	1126616	1126615	1125448	1168	selected	74.97	0.9
TU_632	1127093	1127954	861	+	1127093	1127887	NS	non_leaderless	1	RVBD_1008	1127033	1127165	1127414	1127870	457	selected	17.23	0.8
TU_633	1127959	1130154	2195	+	1128095	1130109	NS	non_leaderless	2	RVBD_1009:RVBD_1010	1127959	1128209	1128319	1130109	1791	selected	741.47	0.27
TU_634	1130159	1131482	1323	+	1130195	1131425	ES	non_leaderless	2	RVBD_1011:RVBD_1012	1130159	1130396	1130569	1131425	857	selected	133.59	0.32
TU_635	1131487	1133325	1838	+	1131629	1133263	NS	non_leaderless	1	RVBD_1013	1131487	1131737	1131902	1133263	1362	selected	859.62	0.33
TU_636	1133270	1134705	1435	-	1133337	1134572	ES	non_leaderless	2	RVBD_1014c:RVBD_1015c	1134705	1134368	1134367	1133337	1031	selected	982.05	0.15
TU_637	1134715	1136517	1802	-	1134789	1136485	ES	non_leaderless	2	RVBD_1016c:RVBD_1017c	1136517	1136156	1136155	1134789	1367	selected	264.65	0.28
TU_638	1136527	1138159	1632	-	1136577	1138151	ES	non_leaderless	2	RVBD_1018c:RVBD_6015	1138159	1137536	1137535	1136577	959	selected	141.63	0.42
TU_639	1138253	1142606	4353	+	1138319	1142675	NS	non_leaderless	2	RVBD_1019:RVBD_1020	1138253	1138490	1138648	1142606	3959	selected	154.98	0.31
TU_640	1142616	1143693	1077	+	1142675	1143652	NS	non_leaderless	1	RVBD_1021	1142616	1142789	1142964	1143652	689	selected	56.56	0.77
TU_641	1143703	1144504	801	+	1143740	1144471	NS	non_leaderless	1	RVBD_1022	1143703	1143907	1144099	1144471	373	selected	80.17	0.46
TU_642	1144509	1148421	3912	+	1144568	1147982	ES	non_leaderless	4	RVBD_1023:RVBD_1024:RVBD_1025:RVBD_1026	1144509	1144759	1144884	1147982	3099	selected	101.27	0.38
TU_643	1148264	1151690	3426	-	1148431	1151690	NS	non_leaderless	2	RVBD_1027c:RVBD_1028c	1151627	1151141	1151140	1148431	2710	selected	38.37	0.58
TU_644	1151730	1156420	4690	+	1151924	1156426	NS	non_leaderless	4	RVBD_1028A:RVBD_1029:RVBD_1030:RVBD_1031	1151730	1151980	1152190	1156200	4011	selected	29.62	0.43
TU_645	1156436	1158742	2306	-	1156430	1158740	NS	leaderless_TSS	2	RVBD_1032c:RVBD_1033c	1158742	1158375	1158374	1156430	1945	selected	78.19	0.14
TU_646	1158737	1160438	1701	-	1158922	1160437	NS	leaderless_TSS	3	RVBD_1034c:RVBD_1035c:RVBD_1036c	1160438	1160075	1160074	1158752	1323	selected	74.77	0.1
TU_647	1160448	1164841	4393	-	1160548	1163380	NS	non_leaderless	4	RVBD_1037c:RVBD_1038c:RVBD_1039c:RVBD_1040c	1164841	1164592	1164591	1160548	4044	selected	34.49	0.24
TU_648	1164358	1165507	1149	-	1164576	1165503	NS	non_leaderless	2	RVBD_1041c:RVBD_1042c	1165507	1165161	1165160	1164851	310	selected	238.31	0.18
TU_649	1165680	1166915	1235	-	1165785	1166810	NS	non_leaderless	1	RVBD_1043c	1166915	1166579	1166578	1165695	884	selected	203.75	0.18
TU_650	1167096	1168630	1534	+	1167057	1168558	ES	non_leaderless	2	RVBD_1044:RVBD_1045	1167096	1167341	1167487	1168558	1072	selected	68.5	0.46
TU_651	1168568	1169285	717	-	1168640	1169233	NS	non_leaderless	1	RVBD_1046c	1169285	1169007	1169006	1168640	367	selected	848.65	0.12
TU_652	1169428	1171033	1605	+	1169428	1170675	NS	non_leaderless	1	RVBD_1047	1169428	1169678	1169720	1170676	957	selected	8.55	0
TU_653	1170685	1172158	1473	-	1171043	1172158	NS	non_leaderless	1	RVBD_1048c	1172059	1171670	1171669	1171043	627	selected	32.13	1.31
TU_654	1172391	1173940	1549	+	1172391	1173791	NS	leaderless_TSS	2	RVBD_1049:RVBD_1050	1172391	1172715	1172843	1173791	949	selected	39.04	0.15
TU_655	1173801	1174705	904	-	1173950	1174705	NS	non_leaderless	1	RVBD_1051c	1174705	1174506	1174505	1173950	556	selected	0.01	1.98
TU_659	1177211	1178617	1406	+	1177244	1178397	NS	non_leaderless	3	RVBD_1055:RVBD_6016:RVBD_1056	1177211	1177476	1177867	1178397	531	selected	96.84	0.34
TU_660	1179220	1180641	1421	+	1179401	1180582	NS	non_leaderless	1	RVBD_1057	1179220	1179477	1179614	1180582	969	selected	315.42	0.2
TU_661	1180646	1185736	5090	+	1180689	1185745	NS	non_leaderless	5	RVBD_1058:RVBD_1059:RVBD_1060:RVBD_1061:RVBD_1062	1180646	1180868	1180965	1183461	2497	selected	61.78	0.34
TU_662	1185755	1186828	1073	-	1185746	1186828	NS	leaderless_TSS	1	RVBD_1063c	1186828	1186534	1186533	1185746	788	selected	79.38	0.5
TU_664	1187356	1188416	1060	+	1187440	1188398	NS	non_leaderless	2	RVBD_1065:RVBD_1066	1187356	1187566	1187706	1188398	693	selected	2187.32	0.15
TU_665	1188408	1196122	7714	-	1188426	1196097	NS	non_leaderless	5	RVBD_1067c:RVBD_1068c:RVBD_1069c:RVBD_1070c:RVBD_1071c	1196122	1195688	1195687	1188426	7262	selected	72.15	0.22
TU_666	1196240	1198151	1911	+	1196284	1198087	NS	non_leaderless	2	RVBD_1072:RVBD_1073	1196240	1196490	1196797	1198087	1291	selected	4458.44	0.37
TU_667	1198097	1199414	1317	-	1198161	1199378	NS	non_leaderless	1	RVBD_1074c	1199414	1199059	1199058	1198540	519	selected	134.91	0.9
TU_668	1199424	1200387	963	-	1199431	1200375	NS	non_leaderless	1	RVBD_1075c	1200387	1199959	1199958	1199431	528	selected	63.69	0.16
TU_669	1200520	1201712	1192	+	1200772	1201665	NS	non_leaderless	1	RVBD_1076	1200520	1200801	1200919	1201665	747	selected	352.13	0.13
TU_670	1201722	1203267	1545	+	1201722	1203116	NS	leaderless_TSS	1	RVBD_1077	1201722	1202127	1202449	1203116	668	selected	158.71	0.88
TU_671	1203272	1205299	2027	+	1203318	1205238	NS	non_leaderless	2	RVBD_1078:RVBD_1079	1203272	1203403	1203972	1205238	1267	selected	439.35	0.55
TU_672	1205248	1205967	719	-	1205309	1205803	NS	non_leaderless	1	RVBD_1080c	1205967	1205436	1205435	1205309	127	selected	1640.73	0.66
TU_674	1206496	1209751	3255	+	1206525	1209662	NS	non_leaderless	3	RVBD_1082:RVBD_1083:RVBD_1084	1206496	1206755	1206891	1209662	2772	selected	332.68	0.21
TU_675	1209672	1210528	856	-	1209761	1210489	NS	non_leaderless	1	RVBD_1085c	1210528	1210247	1210246	1209761	486	selected	116.08	0.29
TU_676	1210600	1211517	917	+	1210600	1211388	NS	leaderless_TSS	1	RVBD_1086	1210600	1210844	1211031	1211388	358	selected	209.69	0.53
TU_677	1211522	1215194	3672	+	1211565	1215136	NS	non_leaderless	4	RVBD_1087:RVBD_1087A:RVBD_1088:RVBD_1089	1211522	1211739	1211834	1215136	3303	selected	138.34	0.09
TU_678	1215204	1216362	1158	+	1215522	1216059	NS	non_leaderless	2	RVBD_1089A:RVBD_1090	1215204	1215483	1215484	1216059	576	selected	23.87	1.04
TU_679	1216431	1219243	2812	+	1216474	1219035	NS	non_leaderless	1	RVBD_1091	1216431	1216681	1216765	1217307	543	selected	121.44	0.11
TU_680	1219088	1220191	1103	-	1219253	1220191	ES	leaderless_TSS	1	RVBD_1092c	1220191	1219810	1219809	1219253	557	selected	25.96	0.92
TU_681	1220543	1221954	1411	+	1220579	1221859	ES	non_leaderless	1	RVBD_1093	1220543	1220852	1220962	1221859	898	selected	408.51	0.39
TU_682	1221964	1224370	2406	+	1221964	1224303	ES	leaderless_TSS	2	RVBD_1094:RVBD_1095	1221964	1222272	1222408	1224303	1896	selected	3139.91	0.35
TU_683	1224390	1225258	868	+	1224390	1225265	NS	leaderless_TSS	1	RVBD_1096	1224390	1224619	1224778	1225265	488	selected	552.18	0.24
TU_684	1225275	1228689	3414	-	1225268	1228689	ES	non_leaderless	3	RVBD_1097c:RVBD_1098c:RVBD_1099c	1228689	1228256	1228255	1225268	2988	selected	103.28	0.78
TU_686	1229399	1231296	1897	-	1229396	1231296	NS	leaderless_TSS	3	RVBD_1101c:RVBD_1102c:RVBD_1103c	1231212	1230857	1230856	1229396	1461	selected	303.47	0.25
TU_687	1231306	1232839	1533	+	1231306	1232831	NS	leaderless_TSS	2	RVBD_1104:RVBD_1105	1231306	1231510	1231633	1232831	1199	selected	69.3	0.16
TU_688	1232841	1234361	1520	-	1232849	1234228	NS	non_leaderless	2	RVBD_1106c:RVBD_1107c	1234361	1233352	1233351	1232849	503	selected	158.76	0.44
TU_689	1234371	1236100	1729	-	1234218	1236100	NS	leaderless_TSS	2	RVBD_1108c:RVBD_1109c	1236100	1235554	1235553	1234371	1183	selected	329.01	0.27
TU_690	1236190	1237204	1014	+	1236190	1237197	ES	leaderless_TSS	1	RVBD_1110	1236190	1236464	1236586	1237197	612	selected	295.13	0.6
TU_691	1237207	1238197	990	-	1237214	1238197	ES	leaderless_TSS	1	RVBD_1111c	1238197	1237823	1237822	1237214	609	selected	308.06	0.3
TU_692	1238260	1239382	1122	+	1238260	1239333	NS	leaderless_TSS	1	RVBD_1112	1238260	1238473	1238634	1239333	700	selected	27.11	1.47
TU_693	1239387	1241110	1723	+	1239421	1241193	NS	non_leaderless	4	RVBD_1113:RVBD_1114:RVBD_1115:RVBD_1116	1239387	1239604	1239728	1241193	1466	selected	148.17	0.13
TU_696	1241971	1243509	1538	-	1241976	1243509	NS	non_leaderless	3	RVBD_1118c:RVBD_1119c:RVBD_1120c	1243509	1243310	1243309	1242684	626	selected	0.01	4.83
TU_697	1243677	1246139	2462	+	1243712	1246156	ES	non_leaderless	2	RVBD_1121:RVBD_1122	1243677	1243927	1244066	1246156	2091	selected	548.65	0.18
TU_698	1246166	1247015	849	-	1246149	1247057	NS	non_leaderless	1	RVBD_1123c	1247015	1246505	1246504	1246149	356	selected	46.95	0.71
TU_699	1247134	1249325	2191	+	1247132	1249331	NS	leaderless_TSS	2	RVBD_1124:RVBD_1125	1247134	1247500	1247536	1249331	1796	selected	84.58	0.17
TU_700	1249341	1251415	2074	-	1249335	1251409	NS	non_leaderless	2	RVBD_1126c:RVBD_1127c	1251415	1250989	1250988	1249335	1654	selected	89.55	0.46
TU_701	1251410	1253032	1622	-	1251622	1252977	NS	non_leaderless	1	RVBD_1128c	1253032	1252666	1252665	1251425	1241	selected	100.66	0.25
TU_702	1253042	1254515	1473	-	1253079	1254539	NS	non_leaderless	1	RVBD_1129c	1254515	1254082	1254081	1253079	1003	selected	271.85	0.2
TU_703	1254560	1259062	4502	+	1254560	1259060	NS	non_leaderless	3	RVBD_1130:RVBD_1131:RVBD_1132	1254635	1254935	1255060	1259060	4001	selected	1155.26	0.18
TU_704	1259070	1261713	2643	-	1259072	1261351	ES	non_leaderless	1	RVBD_1133c	1261713	1261342	1261341	1259072	2270	selected	3736.57	0.14
TU_705	1261214	1262267	1053	+	1261927	1262163	NS	non_leaderless	1	RVBD_1134	1261214	1261464	1261529	1262163	635	selected	27.56	0.07
TU_706	1262193	1264133	1940	-	1262277	1264133	NS	non_leaderless	1	RVBD_1135c	1264330	1264013	1264012	1262277	1736	selected	22.18	0.22
TU_707	1264319	1265082	763	+	1264319	1264952	NS	non_leaderless	2	RVBD_1135A:RVBD_1136	1264552	1264802	1264968	1265082	115	selected	18.75	0.49
TU_708	1264962	1267035	2073	-	1265092	1266990	NS	non_leaderless	3	RVBD_1137c:RVBD_1138c:RVBD_1139c	1267035	1266769	1266768	1265092	1677	selected	114.02	0.15
TU_709	1267281	1268198	917	+	1267352	1268200	NS	non_leaderless	1	RVBD_1140	1267281	1267491	1267688	1268200	513	selected	159.12	0.6
TU_710	1268210	1269014	804	-	1268208	1269014	NS	leaderless_TSS	1	RVBD_1141c	1269014	1268659	1268658	1268582	77	selected	60.72	0.02
TU_711	1269024	1269963	939	-	1269157	1269963	NS	leaderless_TSS	1	RVBD_1142c	1269963	1269552	1269551	1269157	395	selected	157.83	0.34
TU_712	1269941	1272031	2090	+	1270067	1271913	NS	non_leaderless	2	RVBD_1143:RVBD_1144	1269941	1270191	1270583	1271913	1331	selected	69	0.38
TU_714	1272365	1274150	1785	+	1272428	1274772	NS	non_leaderless	2	RVBD_1145:RVBD_1146	1272365	1272693	1272694	1274150	1457	selected	26.23	0.2
TU_715	1274160	1276295	2135	+	1274905	1275555	NS	non_leaderless	1	RVBD_1147	1274160	1274316	1274559	1276025	1467	selected	83.05	0.17
TU_716	1275965	1279622	3657	-	1276305	1279622	NS	leaderless_TSS	2	RVBD_1148c:RVBD_1151c	1279622	1279179	1279178	1277679	1500	selected	36.1	0.19
TU_718	1280035	1281489	1454	-	1280003	1281489	NS	non_leaderless	2	RVBD_1153c:RVBD_1154c	1281378	1280941	1280940	1280003	938	selected	48.91	0.37
TU_720	1282311	1283051	740	+	1282311	1282898	NS	leaderless_TSS	1	RVBD_1156	1282311	1282617	1282653	1282898	246	selected	645.14	0.55
TU_721	1282908	1284895	1987	-	1283061	1284867	NS	non_leaderless	2	RVBD_1157c:RVBD_1158c	1284895	1284590	1284589	1283061	1529	selected	114.69	0.27
TU_722	1284997	1286279	1282	+	1284997	1286292	NS	non_leaderless	1	RVBD_1159	1285054	1285196	1285391	1286292	902	selected	43.91	0.92
TU_725	1287129	1296136	9007	+	1287333	1296059	NS	non_leaderless	5	RVBD_1161:RVBD_1162:RVBD_1163:RVBD_1164:RVBD_1165	1287129	1287415	1287541	1296059	8519	selected	957.71	0.28
TU_726	1296141	1298082	1941	+	1296157	1298064	ES	non_leaderless	1	RVBD_1166	1296141	1296391	1296468	1298064	1597	selected	119.22	0.36
TU_727	1298074	1300224	2150	-	1298092	1300129	NS	non_leaderless	3	RVBD_1167c:RVBD_1168c:RVBD_1169c	1300224	1299777	1299776	1298977	800	selected	534.6	0.45
TU_728	1300168	1301226	1058	+	1300309	1301220	NS	leaderless_TSS	1	RVBD_1170	1300168	1300418	1300601	1300734	134	selected	304.6	0.42
TU_730	1301762	1302897	1135	-	1301760	1302686	NS	non_leaderless	1	RVBD_1172c	1302897	1302489	1302488	1301760	729	selected	1452.17	0.17
TU_731	1302860	1305664	2804	+	1302936	1305506	NS	non_leaderless	1	RVBD_1173	1302860	1303133	1303240	1305506	2267	selected	494.62	0.16
TU_733	1306073	1308797	2724	-	1306207	1308797	NS	leaderless_TSS	2	RVBD_1175c:RVBD_1176c	1308797	1308403	1308402	1306782	1621	selected	98.4	0.34
TU_734	1308914	1310475	1561	+	1309010	1310457	ES	non_leaderless	2	RVBD_1177:RVBD_1178	1308914	1309274	1309430	1310457	1028	selected	1877.6	0.46
TU_735	1310467	1313308	2841	-	1310485	1313304	NS	non_leaderless	1	RVBD_1179c	1313308	1312891	1312890	1312287	604	selected	176.76	0.25
TU_736	1313661	1316314	2653	+	1313731	1319988	NS	non_leaderless	1	RVBD_1181	1313661	1313911	1314028	1316314	2287	selected	494.55	0.21
TU_737	1316324	1321293	4969	+	1320041	1321459	NS	non_leaderless	1	RVBD_1182	1316324	1316583	1316633	1321293	4661	selected	320.56	0.25
TU_738	1321303	1324528	3225	+	1321526	1324534	NS	non_leaderless	1	RVBD_1183	1321303	1321546	1321598	1324534	2937	selected	204.1	0.38
TU_739	1324544	1325692	1148	-	1324538	1325617	NS	non_leaderless	1	RVBD_1184c	1325692	1325353	1325352	1324538	815	selected	1277.63	0.17
