TU_name	TU_start_site	TU_end_site	Length	TU_Direction	Coding_start	Coding_end	Include_essential_gene_or_not	Included_gene_number	leaderless_gene_check	included_genes	TSS_peak	TSS_extention_end	elongation_check_start_site	elongation_check_end_site	elongation_check_length	Selected_for_coding_TU_or_not
TU_420	755249	756026	777	-	755338	756026	NS	non_leaderless	2	RVBD_0661c:RVBD_0662c	756021	755580	755579	755338	242	selected
TU_421	756118	759478	3360	+	756140	759312	NS	non_leaderless	4	RVBD_0663:RVBD_0664:RVBD_0665:RVBD_0666	756118	756313	756548	756760	213	selected
TU_422	759597	767671	8074	+	759810	767323	ES	non_leaderless	2	RVBD_0667:RVBD_0668	759597	759869	760104	767323	7220	selected
TU_423	767333	769655	2322	-	767687	769600	NS	non_leaderless	1	RVBD_0669c	769655	769274	769273	767687	1587	selected
TU_424	769795	771477	1682	+	769795	771427	NS	leaderless_TSS	2	RVBD_0670:RVBD_0671	769795	770115	770277	771427	1151	selected
TU_425	771487	775579	4092	+	771487	775577	NS	leaderless_TSS	4	RVBD_0672:RVBD_0673:RVBD_0674:RVBD_0675	771487	771731	771911	775577	3667	selected
TU_426	775587	778968	3381	-	775589	778908	NS	non_leaderless	2	RVBD_0676c:RVBD_0677c	778968	778602	778601	775589	3013	selected
TU_427	778993	779536	543	+	778993	779490	NS	leaderless_TSS	1	RVBD_0678	778993	779260	779345	779490	146	no
TU_428	779500	780477	977	-	779546	780419	NS	non_leaderless	2	RVBD_0679c:RVBD_0680c	780477	780033	780032	779546	487	selected
TU_429	780590	781375	785	+	780724	781314	NS	non_leaderless	1	RVBD_0681	780590	780840	781098	781314	217	selected
TU_430	781405	784746	3341	+	781563	784593	ES	non_leaderless	3	RVBD_0682:RVBD_0683:RVBD_0684	781405	781915	781916	784593	2678	selected
TU_431	784751	786084	1333	+	784824	786014	ES	non_leaderless	1	RVBD_0685	784751	785052	785292	786014	723	selected
TU_432	786123	787081	958	+	786152	786949	NS	non_leaderless	1	RVBD_0686	786123	786381	786655	787057	403	selected
TU_433	787086	787945	859	+	787102	787929	NS	non_leaderless	1	RVBD_0687	787086	787336	787453	787929	477	selected
TU_434	787955	789150	1195	+	787943	789163	NS	non_leaderless	1	RVBD_0688	787955	788285	788448	789163	716	selected
TU_435	789173	791275	2102	-	789160	791076	NS	non_leaderless	2	RVBD_0689c:RVBD_0690c	791275	790965	790964	789160	1805	selected
TU_436	791285	791700	415	-	791073	791669	NS	non_leaderless	1	RVBD_0691c	791700	791451	791450	791285	166	no
TU_437	791661	794732	3071	+	791661	794528	NS	non_leaderless	4	RVBD_0691A:RVBD_0692:RVBD_0693:RVBD_0694	791716	791963	792119	794528	2410	selected
TU_438	794742	798671	3929	+	794718	798375	ES	non_leaderless	3	RVBD_0695:RVBD_0696:RVBD_0697	794742	794993	795122	798375	3254	selected
TU_439	798676	800201	1525	+	798836	799853	NS	non_leaderless	2	RVBD_0698:RVBD_0699	798676	798885	798964	799853	890	selected
TU_440	800206	806232	6026	+	800490	806169	ES	non_leaderless	11	RVBD_0700:RVBD_0701:RVBD_0702:RVBD_0703:RVBD_0704:RVBD_0705:RVBD_0706:RVBD_0707:RVBD_0708:RVBD_0709:RVBD_0710	800206	800525	800691	806169	5479	selected
TU_441	806304	809893	3589	+	806338	809648	NS	non_leaderless	2	RVBD_0711:RVBD_0712	806304	806556	806956	809648	2693	selected
TU_442	809898	811226	1328	+	809949	810890	NS	non_leaderless	1	RVBD_0713	809898	810129	810296	810890	595	selected
TU_443	811231	817532	6301	+	811376	817537	ES	non_leaderless	11	RVBD_0714:RVBD_0715:RVBD_0716:RVBD_0717:RVBD_0718:RVBD_0719:RVBD_0720:RVBD_0721:RVBD_0722:RVBD_0723:RVBD_0724	811231	811481	811641	817537	5897	selected
TU_444	817547	819677	2130	-	817542	819643	NS	non_leaderless	2	RVBD_0725c:RVBD_0726c	819677	819195	819194	817542	1653	selected
TU_445	819672	821479	1807	-	819846	821479	NS	leaderless_TSS	2	RVBD_0727c:RVBD_0728c	821479	821141	821140	819687	1454	selected
TU_446	821510	822901	1391	+	821510	822856	NS	leaderless_TSS	1	RVBD_0729	821510	821801	821871	822856	986	selected
TU_447	822911	823676	765	+	822869	823597	NS	non_leaderless	1	RVBD_0730	822911	823161	823364	823597	234	selected
TU_448	823607	824698	1091	-	823686	824642	NS	non_leaderless	1	RVBD_0731c	824698	824275	824274	823686	589	selected
TU_449	824718	829824	5106	+	824803	829707	ES	non_leaderless	6	RVBD_0732:RVBD_0733:RVBD_0734:RVBD_0735:RVBD_0736:RVBD_0737	824718	824968	825113	829707	4595	selected
TU_450	830027	831567	1540	+	830065	831664	NS	non_leaderless	2	RVBD_0738:RVBD_0739	830027	830283	830368	831532	1165	selected
TU_451	831577	832423	846	+	831779	832306	NS	non_leaderless	1	RVBD_0740	831577	831828	832043	832306	264	selected
TU_452	832428	833879	1451	+	832537	833511	NS	non_leaderless	2	RVBD_0741:RVBD_0742	832428	832708	832828	833511	684	selected
TU_453	833704	834949	1245	-	833889	834949	NS	leaderless_TSS	2	RVBD_0743c:RVBD_0744c	834949	834406	834405	833889	517	selected
TU_454	834959	835208	249	-	835062	835208	NS	non_leaderless	1	RVBD_0744Ac	835208	835009	835008	834959	50	no
TU_455	835157	835648	491	+	835157	835684	NS	non_leaderless	1	RVBD_0745	835157	835407	835407	835648	242	no
TU_456	835658	838373	2715	+	835704	838055	NS	non_leaderless	1	RVBD_0746	835658	835865	835959	838055	2097	selected
TU_457	838378	840940	2562	+	838454	840859	NS	non_leaderless	1	RVBD_0747	838378	838597	838673	840859	2187	selected
TU_458	840950	841730	780	+	840950	841659	NS	leaderless_TSS	2	RVBD_0748:RVBD_0749	840950	841241	841320	841659	340	selected
TU_459	841669	841919	250	-	841740	841877	NS	non_leaderless	1	RVBD_0749A	841919	841720	841719	841669	51	no
TU_460	842032	842340	308	+	842036	842281	NS	non_leaderless	1	RVBD_0750	842032	842281	842319	842340	22	no
TU_461	842346	846002	3656	-	842350	845956	NS	non_leaderless	3	RVBD_0751c:RVBD_0752c:RVBD_0753c	846002	845666	845665	842350	3316	selected
TU_462	846017	848096	2079	+	846162	847916	NS	non_leaderless	1	RVBD_0754	846017	846303	846495	847916	1422	selected
TU_463	847926	850076	2150	-	848106	850043	NS	non_leaderless	1	RVBD_0755c	850076	849756	849755	848106	1650	selected
TU_464	850206	850508	302	-	850345	850530	NS	leaderless_TSS	1	RVBD_0755A	850508	850257	850256	850206	51	no
TU_465	850518	850851	333	-	850642	850716	NS	non_leaderless	1	RVBD_6008	850851	850602	850601	850518	84	no
TU_466	850861	851741	880	-	850744	851469	NS	leaderless_TSS	1	RVBD_0756c	851741	851028	851027	850861	167	selected
TU_467	851551	853818	2267	+	851611	853856	NS	leaderless_TSS	2	RVBD_0757:RVBD_0758	851551	851801	852501	853856	1356	selected
TU_468	853866	854229	363	-	853828	854160	NS	non_leaderless	1	RVBD_0759c	854229	853913	853912	853866	47	no
TU_469	854239	855898	1659	-	854270	855829	NS	non_leaderless	2	RVBD_0760c:RVBD_0761c	855898	855511	855510	854270	1241	selected
TU_470	855908	860713	4805	-	855928	860713	NS	leaderless_TSS	6	RVBD_0762c:RVBD_0763c:RVBD_0764c:RVBD_0765c:RVBD_0766c:RVBD_0767c	860713	860333	860332	859994	339	selected
TU_471	860872	864579	3707	+	860915	864577	NS	non_leaderless	4	RVBD_0768:RVBD_0769:RVBD_0770:RVBD_0771	860872	861146	861317	864577	3261	selected
TU_472	864589	865844	1255	+	864589	865857	ES	leaderless_TSS	1	RVBD_0772	864816	865031	865087	865857	771	selected
TU_473	865867	868342	2475	-	865854	868354	NS	non_leaderless	2	RVBD_0773c:RVBD_0774c	868342	867923	867922	865854	2069	selected
TU_474	868284	868977	693	+	868410	869033	NS	non_leaderless	1	RVBD_0775	868284	868533	868611	868898	288	no
TU_475	869043	869766	723	-	868987	869766	NS	leaderless_TSS	1	RVBD_0776c	869766	869391	869390	868987	404	selected
TU_476	870000	872665	2665	+	870011	872678	ES	non_leaderless	2	RVBD_0777:RVBD_0778	870000	870254	870401	872678	2278	selected
TU_477	872688	873295	607	-	872675	873295	NS	leaderless_TSS	1	RVBD_0779c	873292	872928	872927	872675	253	no
TU_478	873346	874177	831	+	873346	874239	ES	leaderless_TSS	1	RVBD_0780	873346	873520	873633	874177	545	selected
TU_479	874187	874545	358	+	874236	874946	NS	non_leaderless	1	RVBD_0781	874187	874437	874437	874545	109	no
TU_480	874555	876811	2256	+	874735	876393	NS	non_leaderless	1	RVBD_0782	874555	874906	874907	876393	1487	selected
TU_481	876668	878431	1763	-	876821	878443	NS	non_leaderless	1	RVBD_0783c	878431	878064	878063	876821	1243	selected
TU_482	878623	879352	729	+	878641	879327	NS	non_leaderless	1	RVBD_0784	878736	878956	879026	879327	302	selected
TU_483	879362	881068	1706	+	879343	881043	NS	non_leaderless	1	RVBD_0785	879362	879660	879788	880335	548	selected
TU_484	881053	881716	663	-	881078	881716	NS	non_leaderless	1	RVBD_0786c	881716	881410	881409	881078	332	no
TU_485	881462	882452	990	+	881462	882421	NS	non_leaderless	1	RVBD_0787	881462	881712	881762	882421	660	selected
TU_486	882457	883444	987	+	882527	883437	ES	non_leaderless	2	RVBD_0787A:RVBD_0788	882457	882707	882839	883266	428	selected
TU_487	883447	886649	3202	-	883454	886649	NS	leaderless_TSS	4	RVBD_0789c:RVBD_0790c:RVBD_0791c:RVBD_0792c	886649	886194	886193	883939	2255	selected
TU_488	886722	887130	408	+	886722	887027	NS	non_leaderless	1	RVBD_0793	886672	886839	887023	887130	108	no
TU_489	887037	888665	1628	-	887140	888639	NS	non_leaderless	1	RVBD_0794c	888665	888151	888150	887140	1011	selected
TU_490	889075	890307	1232	+	889075	890336	NS	leaderless_TSS	2	RVBD_0795:RVBD_0796	889075	889325	889481	890307	827	selected
TU_491	890317	891465	1148	+	890391	891485	NS	non_leaderless	1	RVBD_0797	890317	890654	890655	891485	831	selected
TU_492	891495	893270	1775	-	891475	893276	NS	non_leaderless	2	RVBD_0798c:RVBD_0799c	893270	892857	892856	891475	1382	selected
TU_493	893321	894624	1303	+	893321	894622	NS	leaderless_TSS	1	RVBD_0800	893321	893542	893697	894622	926	selected
TU_494	894634	894965	331	+	894634	894981	NS	leaderless_TSS	1	RVBD_0801	894634	894905	894927	894965	39	no
TU_495	894991	895602	611	-	894975	895631	NS	leaderless_TSS	1	RVBD_0802c	895521	895165	895164	894975	190	no
TU_496	895784	898790	3006	+	895823	898713	ES	non_leaderless	2	RVBD_0803:RVBD_0804	895784	896005	896163	898713	2551	selected
TU_497	898795	899725	930	+	898834	899790	NS	non_leaderless	1	RVBD_0805	898795	899062	899174	899790	617	selected
TU_498	899800	901374	1574	-	899735	901333	NS	non_leaderless	1	RVBD_0806c	901374	901086	901085	899990	1096	selected
TU_499	901638	902123	485	+	901638	902027	NS	leaderless_TSS	1	RVBD_0807	901638	901748	901940	902123	184	no
TU_500	902133	903722	1589	+	902114	903697	ES	non_leaderless	1	RVBD_0808	902133	902324	902432	903697	1266	selected
TU_501	903727	904898	1171	+	903728	904822	ES	leaderless_TSS	1	RVBD_0809	903727	903977	904122	904822	701	selected
TU_502	904832	905166	334	-	904908	905090	ES	non_leaderless	1	RVBD_0810c	905166	904873	904872	904832	41	no
TU_503	905176	906343	1167	-	905237	906343	ES	leaderless_TSS	1	RVBD_0811c	906343	905926	905925	905237	689	selected
TU_504	906406	907331	925	+	906426	907295	ES	non_leaderless	1	RVBD_0812	906406	906718	906886	907295	410	selected
TU_505	907305	908120	815	-	907341	908021	NS	non_leaderless	1	RVBD_0813c	908120	907684	907683	907341	343	selected
TU_506	908130	909584	1454	-	908184	909321	NS	non_leaderless	2	RVBD_0814c:RVBD_0815c	909584	909257	909256	908184	1073	selected
TU_507	909594	910845	1251	-	909614	910845	ES	non_leaderless	2	RVBD_0816c:RVBD_0817c	910839	910480	910479	909614	866	selected
TU_508	910910	913551	2641	+	910975	913505	NS	non_leaderless	3	RVBD_0818:RVBD_0819:RVBD_0820	910910	911170	911285	913505	2221	selected
TU_509	913515	914202	687	-	913561	914202	NS	leaderless_TSS	1	RVBD_0821c	914202	913788	913787	913561	227	no
TU_510	914212	918779	4567	-	914260	918753	ES	non_leaderless	3	RVBD_0822c:RVBD_0823c:RVBD_0824c	918783	918325	918324	914260	4065	selected
TU_511	918778	919639	861	-	918915	919556	NS	non_leaderless	1	RVBD_0825c	919639	919260	919259	918793	467	selected
TU_512	919578	920734	1156	+	919637	920692	NS	non_leaderless	1	RVBD_0826	919578	919828	920003	920692	690	selected
TU_513	920702	921141	439	-	920744	921136	NS	non_leaderless	1	RVBD_0827c	921141	920779	920778	920702	77	no
TU_514	921151	921616	465	-	921194	921616	NS	non_leaderless	1	RVBD_0828c	921444	921191	921190	921151	40	no
TU_515	921578	921933	355	+	921578	921868	NS	non_leaderless	1	RVBD_0829	921578	921828	921888	921933	46	no
TU_516	921938	922887	949	+	921973	922878	NS	non_leaderless	1	RVBD_0830	921938	922188	922381	922878	498	selected
TU_517	922888	923712	824	-	922897	923712	NS	leaderless_TSS	1	RVBD_0831c	923712	923318	923317	922897	421	selected
TU_518	923722	923878	156	-	923803	923878	NS	non_leaderless	1	RVBD_6009	923712	923679	923678	923722	-43	no
TU_519	923938	924872	934	+	924002	924292	NS	non_leaderless	3	RVBD_6010:RVBD_6011:RVBD_6012	923938	924188	924190	924292	103	no
TU_520	924992	927830	2838	+	924954	927613	NS	non_leaderless	2	RVBD_0832:RVBD_0833	924992	925242	925274	927613	2340	selected
TU_521	927623	930529	2906	-	927840	930488	NS	non_leaderless	1	RVBD_0834c	930529	930028	930027	927936	2092	selected
TU_522	930547	931912	1365	+	930956	931600	NS	non_leaderless	1	RVBD_0835	930547	930797	931020	931600	581	selected
TU_523	931610	934034	2424	-	932282	934034	NS	leaderless_TSS	2	RVBD_0836c:RVBD_0837c	934034	933548	933547	932187	1361	selected
TU_524	934723	935549	826	+	934723	935493	NS	leaderless_TSS	1	RVBD_0838	934723	934939	935106	935493	388	selected
TU_525	935554	936450	896	+	935580	936392	NS	non_leaderless	1	RVBD_0839	935554	935785	935810	936392	583	selected
TU_526	936402	937320	918	-	936460	937320	NS	non_leaderless	1	RVBD_0840c	937346	936985	936984	936460	525	selected
TU_527	937596	940449	2853	+	937596	940395	NS	non_leaderless	3	RVBD_0841:RVBD_0842:RVBD_0843	937596	937846	937896	940395	2500	selected
TU_528	940405	941123	718	-	940459	941109	NS	non_leaderless	1	RVBD_0844c	941123	940744	940743	940459	285	selected
TU_529	941193	942672	1479	+	941193	942470	NS	non_leaderless	1	RVBD_0845	941250	941500	942016	942470	455	selected
TU_530	942480	944292	1812	-	942683	944197	NS	non_leaderless	1	RVBD_0846c	944292	943875	943874	942683	1192	selected
TU_531	944331	947634	3303	+	944346	947647	NS	non_leaderless	4	RVBD_0847:RVBD_0848:RVBD_0849:RVBD_0850	944331	944661	944769	947647	2879	selected
TU_532	947657	948471	814	-	947644	948471	NS	leaderless_TSS	1	RVBD_0851c	948471	948097	948096	947644	453	selected
TU_533	948562	949429	867	+	948562	949398	NS	non_leaderless	1	RVBD_0852	948646	948896	949094	949398	305	selected
TU_534	949408	951125	1717	-	949439	951121	NS	non_leaderless	1	RVBD_0853c	951125	950701	950700	949439	1262	selected
TU_535	951186	952767	1581	+	951186	952714	NS	leaderless_TSS	2	RVBD_0854:RVBD_0855	951186	951517	951715	952714	1000	selected
TU_536	952772	953270	498	+	952828	953232	NS	non_leaderless	1	RVBD_0856	952772	953022	953158	953270	113	no
TU_537	953280	953720	440	+	953260	953733	NS	non_leaderless	1	RVBD_0857	953280	953530	953567	953733	167	no
TU_538	953743	954927	1184	-	953730	954923	NS	non_leaderless	1	RVBD_0858c	954927	954587	954586	953730	857	selected
TU_539	955034	958517	3483	+	955080	958458	NS	non_leaderless	2	RVBD_0859:RVBD_0860	955034	955249	955437	958458	3022	selected
TU_540	958463	960340	1877	-	958526	960154	NS	non_leaderless	1	RVBD_0861c	960340	959926	959925	958526	1400	selected
TU_541	960350	962616	2266	-	960345	962615	NS	non_leaderless	1	RVBD_0862c	962616	962301	962300	960345	1956	selected
TU_542	962602	964305	1703	+	962602	964297	NS	non_leaderless	4	RVBD_0863:RVBD_0864:RVBD_0865:RVBD_0866	962683	963014	963120	964297	1178	selected
TU_543	964307	965809	1502	-	964315	965538	NS	non_leaderless	1	RVBD_0867c	965809	965367	965366	964315	1052	selected
TU_544	965804	967756	1952	-	965986	967736	NS	non_leaderless	3	RVBD_0868c:RVBD_0869c:RVBD_0870c	967756	967383	967382	965819	1564	selected
TU_545	967821	968417	596	+	967901	968308	NS	non_leaderless	1	RVBD_0871	967821	968071	968236	968417	182	no
TU_546	968318	970285	1967	-	968427	970247	NS	non_leaderless	1	RVBD_0872c	970285	969778	969777	968427	1351	selected
TU_547	970458	972539	2081	+	970508	972460	NS	non_leaderless	1	RVBD_0873	970458	970708	970882	972460	1579	selected
TU_548	972470	975973	3503	-	972549	975940	NS	non_leaderless	3	RVBD_0874c:RVBD_0875c:RVBD_0876c	975973	975616	975615	973077	2539	selected
TU_549	976057	976865	808	+	976078	976866	NS	non_leaderless	1	RVBD_0877	976057	976316	976467	976866	400	selected
TU_550	976876	978764	1888	-	976875	978759	NS	non_leaderless	2	RVBD_0878c:RVBD_0879c	978764	978340	978339	976875	1465	selected
TU_551	978937	980499	1562	+	978937	980512	NS	leaderless_TSS	3	RVBD_0880:RVBD_0881:RVBD_0882	978937	979179	979294	979633	340	selected
TU_552	980522	981314	792	-	980509	981270	ES	non_leaderless	1	RVBD_0883c	981314	980834	980833	980509	325	selected
TU_553	981309	982557	1248	-	981427	982557	ES	leaderless_TSS	1	RVBD_0884c	982557	982113	982112	981324	789	selected
TU_554	982728	985506	2778	+	982765	985533	NS	non_leaderless	2	RVBD_0885:RVBD_0886	982728	983035	983148	985533	2386	selected
TU_555	985543	987164	1621	-	985516	985974	NS	non_leaderless	1	RVBD_0887c	987164	986896	986895	985516	1380	selected
TU_556	987057	988733	1676	+	987236	988708	NS	non_leaderless	1	RVBD_0888	987057	987314	987426	988708	1283	selected
TU_557	988718	989869	1151	-	988743	989864	NS	non_leaderless	1	RVBD_0889c	989869	989464	989463	988743	721	selected
TU_558	989879	993021	3142	-	989951	992599	NS	non_leaderless	1	RVBD_0890c	993021	992705	992704	989903	2802	selected
TU_559	993031	993742	711	-	992601	993458	NS	non_leaderless	1	RVBD_0891c	993742	993421	993420	993332	89	selected
TU_560	993804	995311	1507	+	993856	995343	NS	non_leaderless	1	RVBD_0892	993804	993980	994296	995343	1048	selected
TU_561	995353	996298	945	-	995321	996298	NS	leaderless_TSS	1	RVBD_0893c	996298	995917	995916	995321	596	selected
TU_562	996527	999422	2895	+	996527	999302	NS	non_leaderless	2	RVBD_0894:RVBD_0895	996450	996700	996819	999302	2484	selected
TU_563	999427	1000801	1374	+	999475	1000770	ES	non_leaderless	1	RVBD_0896	999427	999710	999826	1000770	945	selected
TU_564	1000780	1002707	1927	-	1000811	1002707	NS	leaderless_TSS	2	RVBD_0897c:RVBD_0898c	1002707	1002345	1002344	1000811	1534	selected
TU_565	1002767	1003529	762	+	1002815	1003795	NS	non_leaderless	1	RVBD_0899	1002767	1002977	1003185	1003506	322	selected
TU_566	1003539	1004494	955	+	1003808	1004487	NS	non_leaderless	2	RVBD_0900:RVBD_0901	1003539	1003759	1003933	1004487	555	selected
TU_567	1004497	1006556	2059	-	1004504	1006565	ES	non_leaderless	2	RVBD_0902c:RVBD_0903c	1006556	1006062	1006061	1004504	1558	selected
TU_568	1006566	1008294	1728	-	1006696	1008183	NS	leaderless_TSS	1	RVBD_0904c	1008294	1007876	1007875	1007585	291	selected
TU_569	1008210	1014383	6173	+	1008210	1014128	NS	leaderless_TSS	4	RVBD_0905:RVBD_0906:RVBD_0907:RVBD_0908	1008210	1008476	1008639	1014128	5490	selected
TU_570	1014646	1016904	2258	+	1014685	1016689	NS	non_leaderless	4	RVBD_0909:RVBD_0910:RVBD_0911:RVBD_0912	1014646	1014908	1015029	1015864	836	selected
TU_571	1016699	1019969	3270	-	1017221	1019969	NS	leaderless_TSS	2	RVBD_0913c:RVBD_0914c	1019969	1019617	1019616	1017221	2396	selected
TU_572	1019979	1021647	1668	-	1020062	1021647	NS	non_leaderless	2	RVBD_0915c:RVBD_0916c	1021689	1021178	1021177	1020062	1116	selected
TU_573	1022032	1023218	1186	+	1022091	1023872	NS	non_leaderless	1	RVBD_0917	1022032	1022448	1022580	1023218	639	selected
TU_574	1023228	1024394	1166	+	1024215	1024691	NS	non_leaderless	1	RVBD_0918	1023228	1023466	1023568	1024394	827	selected
TU_575	1024404	1025315	911	+	1024688	1025188	NS	non_leaderless	1	RVBD_0919	1024404	1024712	1024802	1025188	387	selected
TU_576	1025303	1025561	258	-	1025325	1025397	NS	non_leaderless	1	RVBD_6013	1025561	1025312	1025311	1025303	9	no
TU_577	1025571	1026965	1394	-	1025501	1026820	NS	non_leaderless	1	RVBD_0920c	1026965	1026606	1026605	1025571	1035	selected
TU_578	1027099	1027580	481	+	1027108	1027689	NS	non_leaderless	1	RVBD_0921	1027099	1027293	1027396	1027446	51	no
TU_579	1027590	1029507	1917	+	1027689	1029341	NS	non_leaderless	1	RVBD_0922	1027590	1027838	1027888	1029341	1454	selected
TU_580	1029351	1030614	1263	-	1029517	1030581	NS	non_leaderless	1	RVBD_0923c	1030614	1030136	1030135	1029557	579	selected
TU_581	1030624	1032715	2091	-	1030582	1032637	NS	non_leaderless	2	RVBD_0924c:RVBD_0925c	1032715	1032187	1032186	1030624	1563	selected
TU_582	1032725	1034635	1910	-	1032714	1034635	NS	non_leaderless	2	RVBD_0926c:RVBD_0927c	1034661	1034311	1034310	1032725	1586	selected
TU_583	1034871	1037914	3043	+	1034907	1037917	NS	non_leaderless	3	RVBD_0928:RVBD_0929:RVBD_0930	1034871	1035131	1035277	1037917	2641	selected
TU_584	1037927	1040631	2704	-	1037924	1039918	NS	non_leaderless	1	RVBD_0931c	1040631	1040259	1040258	1037924	2335	selected
TU_585	1040641	1041168	527	-	1039940	1041052	NS	non_leaderless	1	RVBD_0932c	1041168	1040823	1040822	1040641	182	no
TU_586	1041268	1045193	3925	+	1041268	1045226	NS	leaderless_TSS	4	RVBD_0933:RVBD_0934:RVBD_0935:RVBD_0936	1041268	1041508	1041678	1045226	3549	selected
TU_587	1045236	1046029	793	-	1045203	1046024	NS	non_leaderless	1	RVBD_0937c	1046029	1045656	1045655	1045203	453	selected
TU_588	1046140	1050565	4425	+	1046140	1050350	NS	leaderless_TSS	2	RVBD_0938:RVBD_0939	1046140	1046416	1046555	1049050	2496	selected
TU_589	1050360	1051490	1130	-	1050597	1051463	NS	non_leaderless	1	RVBD_0940c	1051490	1051199	1051198	1050597	602	selected
TU_590	1051500	1052321	821	-	1051548	1052321	NS	non_leaderless	1	RVBD_0941c	1052321	1052072	1052071	1051548	524	selected
TU_591	1052364	1052690	326	+	1052364	1052642	NS	non_leaderless	1	RVBD_0942	1052533	1052663	1052664	1052690	27	no
TU_592	1052652	1053740	1088	-	1052700	1053740	NS	non_leaderless	1	RVBD_0943c	1053740	1053489	1053488	1052700	789	selected
TU_593	1053769	1054252	483	+	1053769	1054245	NS	non_leaderless	1	RVBD_0944	1053928	1054120	1054178	1054252	75	no
TU_594	1054262	1055018	756	+	1054251	1055012	NS	non_leaderless	1	RVBD_0945	1054262	1054477	1054585	1055012	428	selected
TU_595	1055022	1056689	1667	-	1055028	1056689	ES	leaderless_TSS	1	RVBD_0946c	1056689	1056287	1056286	1055028	1259	selected
TU_596	1057431	1058097	666	-	1057650	1057967	ES	non_leaderless	1	RVBD_0948c	1058097	1057612	1057611	1057431	181	no
TU_597	1058261	1060650	2389	+	1058264	1060579	NS	leaderless_TSS	1	RVBD_0949	1058261	1058511	1058694	1060579	1886	selected
TU_598	1060589	1061733	1144	-	1060660	1061658	NS	non_leaderless	1	RVBD_0950c	1061733	1061314	1061313	1060660	654	selected
TU_599	1061900	1064113	2213	+	1061968	1064055	ES	non_leaderless	2	RVBD_0951:RVBD_0952	1061900	1062148	1062380	1064055	1676	selected
TU_600	1064059	1064966	907	-	1064118	1064966	NS	leaderless_TSS	1	RVBD_0953c	1064967	1064545	1064544	1064118	427	selected
TU_601	1065082	1067555	2473	+	1065131	1067449	NS	non_leaderless	2	RVBD_0954:RVBD_0955	1065082	1065332	1065480	1066537	1058	selected
TU_602	1067565	1069879	2314	+	1067565	1069780	ES	leaderless_TSS	2	RVBD_0956:RVBD_0957	1067565	1067784	1067959	1069780	1822	selected
TU_603	1069884	1073321	3437	+	1069887	1073277	NS	leaderless_TSS	2	RVBD_0958:RVBD_0959	1069884	1070140	1070268	1073277	3010	selected
TU_604	1073331	1074074	743	+	1073331	1073932	NS	leaderless_TSS	2	RVBD_0959A:RVBD_0960	1073331	1073617	1073783	1073932	150	selected
TU_605	1074084	1074434	350	+	1074078	1074425	NS	non_leaderless	1	RVBD_0961	1074084	1074334	1074379	1074434	56	no
TU_606	1074435	1077840	3405	-	1074444	1077839	NS	leaderless_TSS	5	RVBD_0962c:RVBD_0963c:RVBD_0964c:RVBD_0965c:RVBD_0966c	1077840	1077438	1077437	1074444	2994	selected
TU_607	1077958	1081769	3811	+	1077979	1081688	NS	non_leaderless	4	RVBD_0967:RVBD_0968:RVBD_0969:RVBD_0970	1077958	1078265	1078447	1081688	3242	selected
TU_608	1081698	1090235	8537	-	1081779	1090179	NS	non_leaderless	6	RVBD_0971c:RVBD_0972c:RVBD_0973c:RVBD_0974c:RVBD_0975c:RVBD_0976c	1090235	1089663	1089662	1081779	7884	selected
TU_609	1090332	1093355	3023	+	1090377	1093148	NS	non_leaderless	1	RVBD_0977	1090332	1090582	1090706	1093148	2443	selected
TU_610	1093158	1094868	1710	-	1093365	1094868	NS	non_leaderless	2	RVBD_0978c:RVBD_0979c	1094815	1094475	1094474	1093365	1110	selected
TU_611	1094822	1095072	250	+	1094890	1095063	NS	non_leaderless	1	RVBD_0979A	1094822	1095121	1095122	1095072	-49	no
TU_612	1095073	1096455	1382	-	1095082	1096455	NS	non_leaderless	1	RVBD_0980c	1096455	1096256	1096255	1095082	1174	selected
TU_613	1096826	1097355	529	+	1096826	1097512	NS	leaderless_TSS	1	RVBD_0981	1096826	1097099	1097207	1097355	149	no
TU_614	1097365	1101019	3654	+	1097512	1101009	ES	non_leaderless	3	RVBD_0982:RVBD_0983:RVBD_0984	1097365	1097615	1097698	1098525	828	selected
TU_615	1101019	1101534	515	-	1101029	1101484	NS	non_leaderless	1	RVBD_0985c	1101534	1101192	1101191	1101029	163	no
TU_616	1101784	1106399	4615	+	1101807	1106280	NS	non_leaderless	3	RVBD_0986:RVBD_0987:RVBD_0988	1101784	1102002	1102233	1106280	4048	selected
TU_617	1106290	1107421	1131	-	1106409	1107386	NS	non_leaderless	1	RVBD_0989c	1107421	1107021	1107020	1106409	612	selected
TU_618	1107431	1108534	1103	-	1107447	1108508	NS	non_leaderless	2	RVBD_0990c:RVBD_0991c	1108534	1108055	1108054	1107447	608	selected
TU_619	1108544	1109175	631	-	1108582	1109175	NS	leaderless_TSS	1	RVBD_0992c	1109175	1108810	1108809	1108563	247	no
TU_620	1109275	1110117	842	+	1109276	1110196	ES	leaderless_TSS	1	RVBD_0993	1109275	1109525	1109683	1110117	435	selected
TU_621	1110127	1112304	2177	+	1110273	1112227	NS	non_leaderless	2	RVBD_0994:RVBD_0995	1110127	1110339	1110449	1112227	1779	selected
TU_622	1112309	1113682	1373	+	1112388	1113590	NS	non_leaderless	2	RVBD_0996:RVBD_6014	1112309	1112574	1112780	1113590	811	selected
